source,target,weight
ligia_mancilla,traficogt,2
ligia_mancilla,samuel_pz,1
corcesa,traficogt,1
hansgalindogt,amilcarmontejo,1
hansgalindogt,traficogt,1
hansgalindogt,emixtragt,1
mikepachino_7,mustafarcastle,1
mikepachino_7,traficogt,10
mikepachino_7,alex_balsells,1
mikepachino_7,pdhgt,1
mikepachino_7,csarmolbar,1
mikepachino_7,defrijoles,1
mikepachino_7,hugo81767829,1
mikepachino_7,maco7737,1
mikepachino_7,repjgt,1
mikepachino_7,perez81183,1
mikepachino_7,rafaelae1967,1
mikepachino_7,edgarjcontreras,1
mikepachino_7,kalemarro,1
mustafarcastle,traficogt,2
csarmolbar,traficogt,6
csarmolbar,rosario96501677,1
csarmolbar,barevalodeleon,2
csarmolbar,javi_urizar,1
csarmolbar,lineasfrescas,2
defrijoles,traficogt,1
maco7737,traficogt,1
repjgt,traficogt,1
perez81183,traficogt,2
rafaelae1967,traficogt,1
edgarjcontreras,traficogt,1
antonio79424761,traficogt,1
hijo_depirulina,traficogt,2
francis83284565,traficogt,1
jfguatemala,traficogt,1
fraukefranz,extasisvgames,1
fraukefranz,traficogt,2
fraukefranz,vozdeltuit,1
extasisvgames,traficogt,3
extasisvgames,renuncia_yagt,1
extasisvgames,alba_keneth,1
extasisvgames,almdepalomo,1
extasisvgames,zuryxguate,1
extasisvgames,jmenkos,1
extasisvgames,rochaeta,1
extasisvgames,elenamotta_,1
extasisvgames,joditocruz,1
extasisvgames,merce_moon,1
extasisvgames,duvaliercasta,1
extasisvgames,laurafmarroquin,1
vvj_gt,traficogt,3
vvj_gt,barevalodeleon,3
vvj_gt,guatemalagob,1
vvj_gt,kennethmz,1
alexiapicsa,kalemarro,1
alexiapicsa,traficogt,1
guillermo_kano,traficogt,1
tello_yvon99029,traficogt,2
mvtrooper,facticagt,1
mvtrooper,traficogt,15
mvtrooper,mmendoza_gt,1
mvtrooper,lahoragt,3
mvtrooper,mpguatemala,8
mvtrooper,guatemalagob,1
mvtrooper,factor4_gt,2
mvtrooper,cambridge_uni,1
mvtrooper,cintiamariaalv2,1
mvtrooper,moratayayoel,1
mvtrooper,rafa_mal0072,1
mvtrooper,drgiammattei,1
mvtrooper,fdezgmo,1
mvtrooper,hshetemul,1
mvtrooper,cangguatemala,1
mvtrooper,cc_guatemala,1
facticagt,amaldonadogt,1
juanfra16928760,traficogt,1
herrarturocruz1,traficogt,13
herrarturocruz1,congresoguate,1
despiertosgt,traficogt,1
udarthjokerr,traficogt,3
codimech1,traficogt,1
extuiterogt,traficogt,3
extuiterogt,soygeorgegt,1
extuiterogt,jlfont001,1
extuiterogt,sandra_jovelp,1
extuiterogt,drgiammattei,1
extuiterogt,zuryxguate,1
extuiterogt,partidovalor,1
jorgetwit75,traficogt,1
licmariorubio,traficogt,2
licmariorubio,luisala61253973,1
licmariorubio,manfredoguate,1
licmariorubio,thelmaaldana,1
lorenatorresgt,traficogt,1
alejand04426768,traficogt,1
chouscky,traficogt,1
rutchapina,traficogt,1
_____das____,traficogt,1
lucho130391,traficogt,2
lucho130391,mustafarcastle,1
rickmillionare,traficogt,1
campanitajud,gironramiro,1
campanitajud,hshetemul,1
campanitajud,traficogt,1
gironramiro,hshetemul,1
gironramiro,traficogt,1
im_pabloj,traficogt,1
vhmancilla,traficogt,1
pirlokolarov,traficogt,1
chevez_homero,traficogt,1
rchinchillac,traficogt,3
rchinchillac,guss_marro,1
odgome,traficogt,1
tmorroking15491,traficogt,1
sammettori,traficogt,1
clauflor7,traficogt,10
clauflor7,autoridadesgt,1
clauflor7,bermejogt,1
clauflor7,elsancarlistagt,1
clauflor7,mmendoza_gt,1
clauflor7,ricigt1,1
clauflor7,domingo94096837,1
clauflor7,marioquan,1
clauflor7,sandra_jovelp,1
clauflor7,aztecanoticiagt,1
clauflor7,arlettg_,1
clauflor7,barevalodeleon,1
clauflor7,lahoragt,1
jose5anchez,traficogt,1
freelif36854702,traficogt,1
raqu85549,traficogt,1
raqu85549,barevalodeleon,1
auramarinabola4,lahoragt,1
auramarinabola4,traficogt,9
auramarinabola4,chejojavier,1
auramarinabola4,ricigt1,1
auramarinabola4,esta_busqueda,1
auramarinabola4,jhfranco91,1
auramarinabola4,jgramajo_soy502,1
auramarinabola4,barevalodeleon,1
auramarinabola4,jlfont001,1
auramarinabola4,drgiammattei,1
auramarinabola4,wergabriel,1
auramarinabola4,mariotaracena,1
luisca_o,traficogt,3
luisca_o,barevalodeleon,1
fernand58750771,traficogt,2
migram59,lahoragt,1
migram59,traficogt,1
maabe_,muniguate,1
maabe_,amilcarmontejo,1
maabe_,traficogt,1
lucky_rruano,elbencho_gt,1
lucky_rruano,traficogt,5
lucky_rruano,aztecanoticiagt,2
lucky_rruano,mpguatemala,1
lucky_rruano,lahoragt,2
selvinf78069837,alterlego502,2
selvinf78069837,traficogt,2
selvinf78069837,manfredoguate,1
alterlego502,congresoguate,1
alterlego502,barevalodeleon,2
fredinho2311,traficogt,1
cojulunsonia,amilcarmontejo,2
cojulunsonia,traficogt,2
cojulunsonia,bomberosmuni,1
cojulunsonia,bvoluntariosgt,1
clairevett1,ricigt1,1
clairevett1,traficogt,8
clairevett1,quiquegodoy,1
clairevett1,bermejogt,1
clairevett1,msemillagt,1
clairevett1,blogcatarsis,1
clairevett1,carlosrkestler,1
clairevett1,vadenuezotravez,1
clairevett1,mpguatemala,1
clairevett1,estuardosc,1
vasq52759,pmtmuniguate,1
vasq52759,muniguate,1
vasq52759,traficogt,1
nickoco_,expo_corruptos,1
nickoco_,traficogt,1
nickoco_,mmendoza_gt,1
nickoco_,esta_busqueda,1
nickoco_,coronavirusgt,1
nickoco_,lucifer4165698,1
nickoco_,ronald_mackay,1
rdiazcorzo,karinherreravp,1
rdiazcorzo,traficogt,1
rdiazcorzo,viceguatemala,1
rdiazcorzo,guatemalagob,1
barregudiel36,barevalodeleon,1
barregudiel36,traficogt,3
barregudiel36,guatemalagob,1
barregudiel36,viceguatemala,1
barregudiel36,karinherreravp,1
barregudiel36,orlandoblancol,1
barregudiel36,soy_502,1
barregudiel36,francisarguetaa,1
divas0598,traficogt,8
divas0598,amilcarmontejo,1
divas0598,muniguate,1
divas0598,emisorasunidas,3
arceydooley,traficogt,1
susyriv56659832,traficogt,1
alberthmenendez,traficogt,4
alberthmenendez,monymmorales,1
alberthmenendez,jimmymoralesgt,1
alberthmenendez,lahoragt,1
alberthmenendez,msemillagt,1
alberthmenendez,haroldosanchez,1
alberthmenendez,font,1
alberthmenendez,barevalodeleon,1
alberthmenendez,karinherreravp,1
alberthmenendez,drewzecena,1
alberthmenendez,guerrerogarnica,1
alberthmenendez,thelmaaldana,1
alberthmenendez,mmendoza_gt,1
alberthmenendez,hshetemul,1
alberthmenendez,chatagira,1
canchito13,traficogt,5
canchito13,barevalodeleon,1
canchito13,ojguatemala,1
canchito13,bancadasemilla,1
manuelp27147297,ep_investiga,1
manuelp27147297,traficogt,3
manuelp27147297,barevalodeleon,1
manuelp27147297,karinherreravp,1
manuelp27147297,vozdeltuit,1
manuelp27147297,javi_urizar,1
mirandaalonzo01,pmt_villanueva,2
mirandaalonzo01,mynor_zurita,2
mirandaalonzo01,munivillanueva,2
mirandaalonzo01,santosdalia,2
mirandaalonzo01,traficogt,2
mirandaalonzo01,aztecaguate,2
mirandaalonzo01,noti7guatemala,2
mirandaalonzo01,telediariogt,2
mirandaalonzo01,tn23noticias,2
drewzecena,barevalodeleon,1
enandopz,traficogt,1
enandopz,sonora969,1
enandopz,emisorasunidas,1
enandopz,aztecanoticiagt,1
galiciajulio,pmtmuniguate,1
galiciajulio,amilcarmontejo,1
galiciajulio,traficogt,1
galiciajulio,dtransitopnc,1
diegolainfiesta,muniguate,1
guss_marro,replikhante,1
guss_marro,traficogt,1
ierecinos,amilcarmontejo,1
ierecinos,traficogt,1
kalinpal53,lahoragt,2
kalinpal53,traficogt,8
kalinpal53,jlfont001,1
kalinpal53,cc_guatemala,1
kalinpal53,marioquan,1
kalinpal53,barevalodeleon,1
kalinpal53,_cristiangt,1
kalinpal53,goyo_saavedra,1
kalinpal53,sonny_figueroa,1
kalinpal53,cintiamariaalv2,1
wolve_gt,traficogt,1
heverabarca,munimixco_,1
heverabarca,traficogt,1
cleal860,yoeldeleon23,1
cleal860,traficogt,1
wilfred_cruz,mmendoza_gt,1
wilfred_cruz,traficogt,1
shejogarcia,traficogt,1
martayaque,traficogt,4
martayaque,wguillen822,1
martayaque,mmendoza_gt,2
martayaque,drgiammattei,2
martayaque,luisalemus49,1
martayaque,jlfont001,1
fresita20200,vozdeltuit,1
fresita20200,traficogt,2
fresita20200,muniguate,1
fresita20200,monymmorales,1
fresita20200,cc_guatemala,1
fijatebiengt,vozdeltuit,1
fijatebiengt,traficogt,1
fijatebiengt,muniguate,1
pwichini,traficogt,5
pwichini,moratayayoel,1
edgarajcip,claudiafajardo,1
edgarajcip,traficogt,1
claudiafajardo,traficogt,2
claudiafajardo,amilcarmontejo,1
tu_coach_sergio,manfredoguate,1
tu_coach_sergio,traficogt,2
tu_coach_sergio,expo_corruptos,1
tu_coach_sergio,mmendoza_gt,1
tu_coach_sergio,lucifer4165698,1
ubaldomacu,traficogt,1
renefelix_,traficogt,1
renefelix_,jlfont001,1
renefelix_,barevalodeleon,1
factor4_gt,diputadojp,1
factor4_gt,progreso_latam,1
factor4_gt,barevalodeleon,1
factor4_gt,karinherreravp,1
factor4_gt,guatemalagob,2
factor4_gt,congresoguate,3
factor4_gt,kongatot,1
factor4_gt,cc_guatemala,3
factor4_gt,camagroguate,1
factor4_gt,mpguatemala,2
factor4_gt,transito_mixco,1
factor4_gt,ojguatemala,1
factor4_gt,pncdeguatemala,1
cidfaustina,jlfont001,1
cidfaustina,traficogt,1
tonoperre,darwinhk,1
tonoperre,traficogt,2
tonoperre,cacifguatemala,1
tonoperre,covial_civ,1
tonoperre,alex_balsells,1
cacifguatemala,industriaguate,1
cacifguatemala,mpguatemala,1
cacifguatemala,ciengt,1
rlmazariegos,wergabriel,1
rlmazariegos,traficogt,2
rlmazariegos,concriteriogt,1
rlmazariegos,ufmedu,1
rlmazariegos,bancadasemilla,1
rlmazariegos,samuel_pz,1
rlmazariegos,avillagran502,1
wergabriel,concriteriogt,1
wergabriel,ufmedu,1
diganmechapin,amilcarmontejo,1
diganmechapin,muniguate,1
diganmechapin,traficogt,1
raulitolog,por_mi_guate,1
raulitolog,traficogt,1
mvpitalia1,samuel_pz,1
mvpitalia1,traficogt,1
jgcasasola,traficogt,1
dr_strater_,traficogt,1
ariefialko,expo_corruptos,1
ariefialko,traficogt,16
ariefialko,ronald_mackay,1
ariefialko,mmendoza_gt,1
ariefialko,coronavirusgt,1
ariefialko,lucifer4165698,1
ariefialko,marieloscm,1
ariefialko,sperezattias,1
ariefialko,samuel_pz,1
ariefialko,ricigt1,1
ariefialko,darwinhk,1
ariefialko,mpguatemala,3
ariefialko,jpgramajoc,1
ariefialko,jlfont001,2
ariefialko,cacifguatemala,1
ariefialko,camagroguate,1
ariefialko,gobiernoguate,1
ariefialko,luisvonahn,1
ariefialko,drgiammattei,1
ariefialko,oea_oficial,1
ariefialko,concriteriogt,1
ariefialko,alex_balsells,1
gabbysq,traficogt,1
guatitalia,amilcarmontejo,1
guatitalia,pmtguatemala1,1
guatitalia,traficogt,1
lopezmadrrox,traficogt,8
lopezmadrrox,fenanu,1
lopezmadrrox,p_unionista,1
lopezmadrrox,muniguate,1
lopezmadrrox,ricigt1,2
lopezmadrrox,noficciongt,1
lopezmadrrox,tiabartola,1
lopezmadrrox,rodrigoarenas,1
lopezmadrrox,josevilledagt,1
lopezmadrrox,amilcarmontejo,1
lopezmadrrox,provialoficial,1
lopezmadrrox,dtransitopnc,1
lopezmadrrox,prensa_libre,1
lopezmadrrox,wazegt,1
lopezmadrrox,agenciaocote,1
lopezmadrrox,davidck7,1
paolo_970,manfredoguate,1
paolo_970,traficogt,1
riveradanziger,pmtguatemala1,1
riveradanziger,amilcarmontejo,3
riveradanziger,rquinonezl,1
riveradanziger,muniguate,3
riveradanziger,traficogt,6
riveradanziger,prensacomunitar,1
riveradanziger,consejomontejo,1
fercito424,danydoggy,1
fercito424,traficogt,1
mariaisabelg65,ccdaoficialgt,1
mariaisabelg65,traficogt,7
mariaisabelg65,manfredoguate,2
mariaisabelg65,esta_busqueda,1
mariaisabelg65,soygeorgegt,1
mariaisabelg65,monymmorales,1
mariaisabelg65,cc_guatemala,1
mariaisabelg65,emisorasunidas,1
cohen13henry,josejulianguate,1
cohen13henry,traficogt,5
cohen13henry,ricigt1,1
cohen13henry,jczamora,1
cohen13henry,barevalodeleon,1
cohen13henry,mmendoza_gt,1
cohen13henry,marielosmonzon,1
cohen13henry,cmendeza,1
cohen13henry,pacogoldman,1
cohen13henry,kimyorion,1
cohen13henry,andreakomio,1
cohen13henry,agenciaocote,1
cohen13henry,jodyreporta,1
cohen13henry,j_alexvaldez,1
cohen13henry,prensacomunitar,1
cohen13henry,hshetemul,1
cohen13henry,factor4_gt,1
jaque_mate2,fiscalnvicto,1
jaque_mate2,traficogt,4
jaque_mate2,raulbarreragt,1
jaque_mate2,marielosmonzon,1
jaque_mate2,48cantonestoto,1
jaque_mate2,ricigt1,1
jaque_mate2,jsandoval1982,1
jaque_mate2,mmendoza_gt,1
jaque_mate2,thelmaaldana,1
jaque_mate2,carlos_ruano_,1
jaque_mate2,adiosconsuelo,1
jaque_mate2,jlfont001,1
jaque_mate2,claudia_gonzao,1
jaque_mate2,udefegua,1
jaque_mate2,sperezattias,1
coniglio0018,ep_investiga,1
coniglio0018,traficogt,2
coniglio0018,claudiapazypaz,1
rosa87298204,quorumgt,1
rosa87298204,traficogt,2
rosa87298204,davidck7,1
rosa87298204,carlosrkestler,1
castillogust,mmendoza_gt,1
castillogust,traficogt,4
castillogust,barevalodeleon,1
castillogust,quorumgt,2
castillogust,jeanellydvg,1
jl2maeu,vicgarciadice,1
jl2maeu,traficogt,9
jl2maeu,lahoragt,1
jl2maeu,domingo94096837,1
jl2maeu,amilcarmontejo,1
jl2maeu,dougcrisgt,1
jl2maeu,sonny_figueroa,1
jl2maeu,drgiammattei,1
jl2maeu,bcie_org,1
jl2maeu,pedrobrologt,1
jl2maeu,marvindelcid,1
jl2maeu,voxpopuliguate,1
jl2maeu,prensacomunitar,1
jl2maeu,wergabriel,1
ajpu88,traficogt,1
ajpu88,pmtmuniguate,1
grettelslowing,traficogt,2
grettelslowing,cdpmtmixco,1
olmsteadsergio,domingo94096837,1
olmsteadsergio,traficogt,2
olmsteadsergio,juliantono400,1
olmsteadsergio,ricigt1,1
olmsteadsergio,cc_guatemala,1
domingo94096837,maribelmar51429,1
domingo94096837,traficogt,3
domingo94096837,tropicoferoz,2
miguel_artiga,soygeorgegt,1
miguel_artiga,traficogt,2
miguel_artiga,samuel_pz,1
ramoscart,soygeorgegt,1
ramoscart,traficogt,1
betocardonam,pmt_villanueva,1
betocardonam,traficogt,6
betocardonam,muniguate,2
betocardonam,munimixco_,1
betocardonam,ronald_mackay,1
betocardonam,vozdeltuit,1
betocardonam,bomberosmuni,1
betocardonam,amilcarmontejo,2
edwinma61769471,soygeorgegt,1
edwinma61769471,traficogt,9
edwinma61769471,comunicaverte_,1
edwinma61769471,astridv80039430,1
edwinma61769471,ricigt1,1
edwinma61769471,cc_guatemala,1
edwinma61769471,sperezattias,1
edwinma61769471,almagro_oea2015,1
edwinma61769471,oea_oficial,1
edwinma61769471,domingo94096837,1
edwinma61769471,noficciongt,1
edwinma61769471,asierandres,1
edwinma61769471,prensacomunitar,2
edwinma61769471,msemillagt,1
borreguitoyulie,traficogt,1
aguayjoma,larrryto,1
aguayjoma,traficogt,2
aguayjoma,apariciolopezde,1
eliezerpinist,esta_busqueda,1
eliezerpinist,traficogt,13
eliezerpinist,guss_marro,2
eliezerpinist,monymmorales,1
eliezerpinist,cc_guatemala,1
eliezerpinist,msemillagt,1
eliezerpinist,barevalodeleon,1
eliezerpinist,hernandezmack,1
eliezerpinist,drgiammattei,2
eliezerpinist,melvynjosue,1
eliezerpinist,mmendoza_gt,1
eliezerpinist,almagro_oea2015,1
eliezerpinist,quorumgt,1
eliezerpinist,pialaperiodista,1
eliezerpinist,marjorievonahn,1
eliezerpinist,empagua_gt,1
eliezerpinist,luisvonahn,1
eliezerpinist,ufmedu,1
blanknita_24,stereo100xela,1
blanknita_24,traficogt,1
nd_marti,traficogt,1
nd_marti,mingobguate,1
nd_marti,fjimenezmingob,1
rebkrriaza,traficogt,1
larrywoodgt,lahoragt,2
larrywoodgt,traficogt,3
larrywoodgt,marvindelcid,1
larrywoodgt,sonny_figueroa,1
larrywoodgt,drgiammattei,1
larrywoodgt,bcie_org,1
mercedesba33833,darwinhk,1
mercedesba33833,traficogt,1
lunacrescentegt,darwinhk,1
lunacrescentegt,traficogt,3
lunacrescentegt,alex_balsells,1
lunacrescentegt,porqtendenciagt,1
hevisaga,lahoragt,1
hevisaga,traficogt,1
hevisaga,mpguatemala,1
m_artis,benitoc67601310,1
m_artis,traficogt,1
87kikin,provialoficial,3
87kikin,covial_civ,2
87kikin,pncdeguatemala,2
87kikin,dtransitopnc,2
87kikin,traficogt,3
87kikin,amilcarmontejo,1
hellboy17oc,traficogt,39
hellboy17oc,quorumgt,1
hellboy17oc,jeanellydvg,1
hellboy17oc,bancadasemilla,2
hellboy17oc,xiomaracastroz,1
hellboy17oc,barevalodeleon,6
hellboy17oc,prensacomunitar,7
hellboy17oc,sonny_figueroa,1
hellboy17oc,saracurruchich,1
hellboy17oc,drgiammattei,3
hellboy17oc,statedept,1
hellboy17oc,thelmaaldana,2
hellboy17oc,jsandoval1982,1
hellboy17oc,aztecanoticiagt,1
hellboy17oc,jczamora,1
hellboy17oc,cmonterrosog,1
hellboy17oc,palmieriwaelti,1
hellboy17oc,odhag_gt,1
hellboy17oc,cocolocoantillo,1
hellboy17oc,jlfont001,1
hellboy17oc,concriteriogt,1
hellboy17oc,zarahlu,1
hellboy17oc,jocasbe,2
hellboy17oc,carestg,1
hellboy17oc,mmendoza_gt,1
hellboy17oc,patriziiamf,2
hellboy17oc,fdezgmo,3
hellboy17oc,nideaya113303,4
hellboy17oc,marjorievonahn,1
hellboy17oc,empagua_gt,1
hellboy17oc,robrimola,1
hellboy17oc,emisorasunidas,1
jorgelf_l,traficogt,1
ciata_tunonrt,traficogt,1
anongtreloaded,pastorcashluna,1
anongtreloaded,mpguatemala,1
gretecifu,avillagran502,1
gretecifu,traficogt,1
gretecifu,contraloria_gt,1
eddie99243836,traficogt,1
chefcitaaaaaa__,traficogt,1
byronpa93998161,traficogt,1
wofwofgtt,denunciasmuni,1
wofwofgtt,obrasmuniguate,1
wofwofgtt,traficogt,1
danceconnectgt,covial_civ,1
danceconnectgt,traficogt,2
danceconnectgt,pmt_villanueva,1
danceconnectgt,amilcarmontejo,1
lajudaica,edgar_ortizgt,1
lajudaica,traficogt,13
lajudaica,kestleredwin,1
lajudaica,fiscalnvicto,1
lajudaica,discosbeagle,1
lajudaica,luisala61253973,2
lajudaica,manfredoguate,2
lajudaica,thelmaaldana,4
lajudaica,rugar_v,1
lajudaica,karinherreravp,1
lajudaica,polaris_2111,1
lajudaica,jlfont001,2
lajudaica,concriteriogt,2
lajudaica,factor4_gt,1
lajudaica,ricigt1,1
billyc2023,domingo94096837,1
billyc2023,maribelmar51429,1
billyc2023,traficogt,2
billyc2023,mildred_gaitan,1
billyc2023,barevalodeleon,1
erwin_fern58667,maribelmar51429,3
erwin_fern58667,domingo94096837,3
erwin_fern58667,traficogt,3
erwin_fern58667,mpguatemala,1
aldo_guate2024,canalantigua,1
aldo_guate2024,traficogt,1
dinamen45337462,emisorasunidas,1
dinamen45337462,traficogt,1
dinamen45337462,noel_solis,1
franciscoxutuc,traficogt,1
enrique41204614,soygeorgegt,1
enrique41204614,traficogt,1
atiu07,traficogt,1
armandoliosgt,anibalarguello1,1
armandoliosgt,traficogt,3
armandoliosgt,discosbeagle,1
armandoliosgt,alex_balsells,1
armandoliosgt,cangguatemala,1
kaialer,amilcarmontejo,1
kaialer,tn23noticias,1
kaialer,aztecanoticiagt,1
kaialer,noti7guatemala,1
kaialer,ronald_mackay,1
kaialer,marcefitnessgt,1
kaialer,traficogt,1
mendezdelahoz,lahoragt,1
mendezdelahoz,traficogt,2
mendezdelahoz,prensacomunitar,1
msemillagt,tseguatemala,1
chilaberta,edgar_ortizgt,1
chilaberta,traficogt,10
chilaberta,lahoragt,2
chilaberta,chofito63569841,1
chilaberta,cacifguatemala,2
chilaberta,powerusaid,2
chilaberta,barevalodeleon,1
chilaberta,agenciaocote,1
chilaberta,davidck7,1
chilaberta,noficciongt,1
chilaberta,edwinbercian89,1
marieloscm,rodolfoneutze,1
reginasancheza,omarlandaverry,1
reginasancheza,traficogt,1
reginasancheza,drgiammattei,1
omarlandaverry,minsaludguate,1
dora_melgar,barevalodeleon,1
dora_melgar,traficogt,2
dora_melgar,irenemhastings,1
willyalfa,leraovalle,1
willyalfa,traficogt,1
elizave15409733,leraovalle,1
elizave15409733,traficogt,6
elizave15409733,manfredoguate,1
elizave15409733,domingo94096837,1
elizave15409733,darwinhk,1
elizave15409733,hshetemul,1
rodrigo79349039,samuel_pz,1
rodrigo79349039,traficogt,1
rodrigo79349039,pattyo502,1
gersintos,czardetto,1
gersintos,traficogt,5
gersintos,guss_marro,1
laaldecoa18,traficogt,1
laaldecoa18,amilcarmontejo,1
laaldecoa18,pncdeguatemala,1
citizen_tobino,carlosrkestler,1
citizen_tobino,traficogt,12
citizen_tobino,cc_guatemala,4
citizen_tobino,prensacomunitar,1
citizen_tobino,ojguatemala,2
citizen_tobino,cbarreda01,1
citizen_tobino,guatemalagob,1
citizen_tobino,barevalodeleon,2
citizen_tobino,doctoracc,1
citizen_tobino,minexgt,2
citizen_tobino,drgiammattei,2
citizen_tobino,bloquevamos,1
citizen_tobino,karinherreravp,1
citizen_tobino,bmichellemend,1
citizen_tobino,msemillagt,1
citizen_tobino,mmendoza_gt,1
citizen_tobino,plazapublicagt,1
citizen_tobino,elsacoronadogt,1
citizen_tobino,jodyreporta,1
citizen_tobino,ferdymontepeque,1
citizen_tobino,ramiromz,1
citizen_tobino,cangguatemala,1
citizen_tobino,jlillescas,1
citizen_tobino,luisvonahn,1
citizen_tobino,mpguatemala,1
hectordavila10,ricigt1,1
hectordavila10,traficogt,2
hectordavila10,jsandoval1982,1
banalucas,luisficarpediem,1
banalucas,traficogt,1
olavdirkmaat,luisficarpediem,1
olavdirkmaat,traficogt,1
frescosuchiles,traficogt,1
gio_mar1610,netobran,1
gio_mar1610,munimixco_,1
gio_mar1610,emisorasunidas,1
gio_mar1610,guatevision_tv,1
gio_mar1610,sonora969,1
gio_mar1610,traficogt,1
sanderbike,prensacomunitar,2
sanderbike,traficogt,4
sanderbike,lahoragt,1
sanderbike,vozdeltuit,1
sanderbike,usembassyguate,1
johnnyhurtarte,manfredoguate,1
johnnyhurtarte,traficogt,10
johnnyhurtarte,ricigt1,1
johnnyhurtarte,marieloscm,1
johnnyhurtarte,smontenegrom,1
johnnyhurtarte,soy_502,1
johnnyhurtarte,marvindelcid,1
johnnyhurtarte,sonny_figueroa,1
johnnyhurtarte,congresoguate,1
johnnyhurtarte,shirleyriveragt,1
johnnyhurtarte,voxpopuliguate,1
johnnyhurtarte,jlfont001,1
johnnyhurtarte,drgiammattei,1
johnnyhurtarte,thelmaaldana,1
johnnyhurtarte,concriteriogt,1
johnnyhurtarte,marjorievonahn,1
johnnyhurtarte,empagua_gt,1
windez007,pmtmuniguate,1
windez007,amilcarmontejo,1
windez007,traficogt,2
windez007,alvaroarzue,1
gloriaanneliess,rodrigo74828679,2
gloriaanneliess,cc_abogado,3
gloriaanneliess,ep_investiga,3
gloriaanneliess,traficogt,3
tetobustamante,alex_balsells,1
tetobustamante,traficogt,2
tetobustamante,monymmorales,1
cassianolucy,molinerosed,1
cassianolucy,ronald_mackay,1
cassianolucy,susanamorazan,1
cassianolucy,coronavirusgt,1
cassianolucy,rutaal,1
cassianolucy,traficogt,1
cassianolucy,pdhgt,1
cassianolucy,mpguatemala,1
chejopolanc,pmt_villanueva,1
chejopolanc,pmt_smp,2
chejopolanc,traficogt,4
chejopolanc,amilcarmontejo,2
chejopolanc,pmtvillacanales,1
chejopolanc,yovapower2,1
chejopolanc,plazapublicagt,1
erwinmonterros1,lahoragt,1
erwinmonterros1,traficogt,4
erwinmonterros1,ricigt1,2
erwinmonterros1,alex_balsells,1
t1eetc_noticias,fjimenezmingob,1
fco9168,_ojoconmipisto,1
fco9168,traficogt,1
fco9168,cc_guatemala,1
fco9168,anam_guatemala,1
rack2311,mmendoza_gt,1
rack2311,traficogt,3
rack2311,guss_marro,1
rack2311,oco_motora,1
300867ivan,traficogt,1
verdadlesduele,mmendoza_gt,1
verdadlesduele,traficogt,1
verdadlesduele,conapgt,1
rudytejedagt,insivumehgt,4
rudytejedagt,traficogt,6
rudytejedagt,minsaludguate,4
rudytejedagt,guatemalagob,2
rudytejedagt,muniguate,1
londygarciac,sperezattias,1
londygarciac,traficogt,1
hrpernillo,mmendoza_gt,1
hrpernillo,traficogt,1
visioninternaci,mmendoza_gt,1
visioninternaci,traficogt,6
visioninternaci,lagrace_s20,1
visioninternaci,rafa_mal0072,1
visioninternaci,alvaroarzue,1
visioninternaci,marvindelcid,1
visioninternaci,drgiammattei,1
visioninternaci,bcie_org,1
visioninternaci,pedrobrologt,1
visioninternaci,sonny_figueroa,1
visioninternaci,yovapower2,1
visioninternaci,plazapublicagt,1
lizygalindo,coronavirusgt,1
lizygalindo,traficogt,1
rafason,discosbeagle,1
rafason,traficogt,4
rafason,javi_urizar,1
rafason,cavillagrans10,1
rafason,guatemalagob,1
rafason,mariobucarogt,1
rafason,mpguatemala,1
rafason,oea_oficial,1
dondieg28700696,figueroasarti,1
dondieg28700696,traficogt,4
dondieg28700696,congresoguate,1
dondieg28700696,ueguatemala,2
dondieg28700696,josepborrellf,2
dondieg28700696,barevalodeleon,1
dondieg28700696,karinherreravp,1
dondieg28700696,bancadasemilla,1
qj6d6q7rqw,fiscalnvicto,1
qj6d6q7rqw,traficogt,8
qj6d6q7rqw,gberganza2023,1
qj6d6q7rqw,lahoragt,2
qj6d6q7rqw,chitayalfr10530,1
qj6d6q7rqw,agenciaocote,1
qj6d6q7rqw,_chrisguti,1
qj6d6q7rqw,hshetemul,1
qj6d6q7rqw,alex_balsells,1
marielizlucero,guss_marro,1
marielizlucero,traficogt,8
marielizlucero,bermejogt,1
marielizlucero,republicagt,1
marielizlucero,fenanu,1
marielizlucero,lahoragt,1
marielizlucero,wergabriel,1
marielizlucero,factor4_gt,1
marielizlucero,drewzecena,1
marielizlucero,msemillagt,1
marielizlucero,manfredoguate,1
marcoau53512627,traficogt,1
marcoau53512627,barevalodeleon,1
judithcolnj1,lorenaescobar8,1
judithcolnj1,traficogt,5
judithcolnj1,esta_busqueda,1
judithcolnj1,ojguatemala,1
judithcolnj1,prensacomunitar,1
judithcolnj1,lahoragt,1
lisethrecinos5,vozdeltuit,1
lisethrecinos5,traficogt,1
lisethrecinos5,mintrabajoguate,1
blaguila,amilcarmontejo,2
blaguila,traficogt,3
blaguila,mynorespinoza,1
blaguila,munimixco,1
susylu17281115,traficogt,1
camuadip,samuel_pz,1
camuadip,traficogt,2
gladys26483741,traficogt,2
carcamito10,leomarksal,1
carcamito10,traficogt,6
carcamito10,manfredoguate,1
carcamito10,bancadasemilla,1
carcamito10,jlfont001,1
carcamito10,thelmaaldana,1
carcamito10,jsandoval1982,1
carcamito10,concriteriogt,1
carcamito10,48_cantonestoto,1
carcamito10,coronavirusgt,1
lsanchez_gtv,jazmindela_vega,1
