source,target,weight
caporfer,traficogt,2
manoloalexsand1,traficogt,1
atlaus1985,traficogt,1
aibig26,traficogt,1
josueshumangt,traficogt,1
pflo1979,comunicalord,1
pflo1979,traficogt,1
richierodcas,traficogt,1
carlosc83777123,traficogt,1
satoshiconmoto,traficogt,1
ire_casado,traficogt,1
robsantafe,op_ocultomejor,1
robsantafe,traficogt,2
robsantafe,barevalodeleon,1
mjcolman,traficogt,2
mjcolman,barevalodeleon,1
cesartajin10,traficogt,1
castill0roberto,traficogt,2
castill0roberto,jeanellydvg,1
oscarpe08164698,traficogt,1
gtmayorga,traficogt,1
carlosallarenao,traficogt,1
sandovs07,traficogt,1
gavilan_gt,traficogt,1
allan_luther,traficogt,1
kevinborrayo,traficogt,1
eyre_jeane,traficogt,3
malvarado6,traficogt,3
malvarado6,prensacomunitar,1
fercho_ovando,barevalodeleon,1
fercho_ovando,traficogt,1
fercho_ovando,marnguate,1
jmlv21104,barevalodeleon,1
jmlv21104,traficogt,1
jmlv21104,marnguate,1
josuetiy,soygtm,1
josuetiy,amilcarmontejo,1
josuetiy,muniguate,1
josuetiy,traficogt,1
claragudiel719,avillagran502,1
claragudiel719,traficogt,2
claragudiel719,congresoguate,1
claragudiel719,lahoragt,1
claragudiel719,mpguatemala,1
claragudiel719,mingobguate,1
pocondario,jennteinforma,1
pocondario,traficogt,1
pocondario,barevalodeleon,1
estuardooliva8,jennteinforma,1
estuardooliva8,traficogt,2
estuardooliva8,barevalodeleon,1
y_piramide,mundocrema,1
y_piramide,traficogt,1
mundocrema,traficogt,1
mejia_1985,evelynercclv,1
mejia_1985,traficogt,2
geovanisamayoaa,domingo94096837,1
geovanisamayoaa,traficogt,1
sebastorresaz,mundocrema,1
sebastorresaz,traficogt,2
sebastorresaz,jpablocast,1
el_502gt,traficogt,1
sc_nashi,traficogt,1
sc_nashi,mingobguate,1
sc_nashi,guatemalagob,1
vertical_dorsal,traficogt,1
justderekgt,jpablocast,1
justderekgt,traficogt,1
miguela06503822,traficogt,1
manueldiva56278,traficogt,1
zurdoslowing,traficogt,1
edwinquiran502,rodrigokestler,2
edwinquiran502,traficogt,2
juanchodelaroca,traficogt,1
ellitroz,traficogt,1
ellitroz,amilcarmontejo,1
ellitroz,pmtmuniguate,1
lainibakura,traficogt,1
heraldodomingo2,traficogt,1
deparodriguez,traficogt,1
cor77erik,drbmo,1
cor77erik,traficogt,1
cor77erik,lala501907,1
drbmo,traficogt,1
drbmo,lala501907,1
marcos42209,traficogt,2
e_morales2250,traficogt,1
leonmar91,traficogt,1
lagomez84022,marcelacc07,1
lagomez84022,traficogt,1
joseperen,domingo94096837,1
joseperen,traficogt,1
justicia_guate_,jpablocast,1
justicia_guate_,traficogt,2
intuitscreto,jpablocast,1
intuitscreto,traficogt,1
firmeactitud,traficogt,1
chesswizz,traficogt,1
solodimea_,traficogt,1
juliantono400,traficogt,1
juliantono400,muniguate,1
juliantono400,rquinonezl,1
andreslope87296,jpablocast,1
andreslope87296,traficogt,1
cesarinmolina,traficogt,1
cesarinmolina,muniguate,1
l3on3lpalala,traficogt,1
fedalsa,traficogt,1
mroberto32,traficogt,1
kwscheel,traficogt,1
byron_fiesta,josechic86,1
byron_fiesta,traficogt,6
byron_fiesta,isapaiz_,1
byron_fiesta,jpdardon,1
byron_fiesta,mmendoza_gt,1
mrtato2001,ricigt1,1
mrtato2001,traficogt,1
villatoro_gt,kalinpal53,1
villatoro_gt,marioquan,1
villatoro_gt,traficogt,1
villatoro_gt,barevalodeleon,1
fer230350,marioquan,1
fer230350,traficogt,1
fer230350,barevalodeleon,1
wamado04,rubenarriagama1,1
wamado04,traficogt,19
wamado04,mpguatemala,1
wamado04,renuncia_yagt,1
wamado04,alba_keneth,1
wamado04,almdepalomo,1
wamado04,zuryxguate,1
wamado04,rosental,1
wamado04,gersongudielcas,1
wamado04,barevalodeleon,2
wamado04,cc_guatemala,1
wamado04,matreg8,1
wamado04,sperezattias,1
wamado04,estuardosc,1
wamado04,gofundme,1
wamado04,sankevins,1
wamado04,ninomatute,1
wamado04,_rojilla,1
wamado04,_ojoconmipisto,1
wamado04,munimixco_,1
wamado04,carlosrkestler,1
wamado04,verohernandez20,1
wamado04,asinibaldi88,1
wamado04,jsandoval1982,1
wamado04,coromboncote,1
wamado04,joditocruz,1
wamado04,jczamora,1
wamado04,drgiammattei,1
wamado04,mpguatemala_en,1
rubenarriagama1,traficogt,1
vicmaldonados,franas91,1
vicmaldonados,traficogt,1
armando99321411,lahoragt,1
armando99321411,traficogt,7
armando99321411,doctoracc,1
armando99321411,bancadavamos,1
armando99321411,congresoguate,1
armando99321411,allanerodriguez,1
armando99321411,mpguatemala,1
armando99321411,cc_guatemala,2
armando99321411,karinapazgt,1
armando99321411,davidishosi,1
armando99321411,cbastiancruz,1
armando99321411,mafersita8,1
isolina_mariza,lahoragt,1
isolina_mariza,traficogt,2
sgliss1,donrodri47,2
sgliss1,traficogt,2
donrodri47,sgliss1,1
donrodri47,traficogt,1
chominapower,munimixco_,1
chominapower,netobran,1
chominapower,emixtragt,1
chominapower,traficogt,1
chominapower,amilcarmontejo,1
erickva65891293,marielosmonzon,1
erickva65891293,traficogt,2
erickva65891293,guatemalasalud1,1
erickva65891293,joaquinbarnoya,1
erickva65891293,slowingu,1
erickva65891293,nancyvir,1
erickva65891293,villlaltaolga,1
erickva65891293,ninomatute,1
erickva65891293,amilcarpop,1
erickva65891293,napolenmndez1,1
erickva65891293,drvc19,1
erickva65891293,coromboncote,1
erickva65891293,prensacomunitar,1
erickva65891293,liberalucha,1
napolenmndez1,oea_oficial,1
napolenmndez1,almagro_oea2015,1
napolenmndez1,48_cantonestoto,1
portocarrero54,lahoragt,1
portocarrero54,traficogt,1
spillariroberto,ricigt1,1
spillariroberto,traficogt,2
spillariroberto,estuardosc,1
crislemus,traficogt,1
crislemus,andread_gtv,1
alexpatriotagt,traficogt,1
alexpatriotagt,msemillagt,1
alexpatriotagt,mpguatemala,1
rodrigoarenas,samuel_pz,1
juanchogii,dfernandezg,1
juanchogii,traficogt,1
silvia13fernand,ricigt1,1
silvia13fernand,traficogt,4
silvia13fernand,quorumgt,1
silvia13fernand,jeanellydvg,1
silvia13fernand,pedgar05,1
carlosemilio85,betocardonam,1
carlosemilio85,amilcarmontejo,1
carlosemilio85,rquinonezl,1
carlosemilio85,traficogt,1
carlosemilio85,ronald_mackay,1
carlosemilio85,pncdeguatemala,1
carlosemilio85,pmtmuniguate,1
luisfer421,traficogt,1
luisfer421,pmt_villanueva,1
luisfer421,pmtamatitlan,1
giovannideleo19,ricigt1,1
giovannideleo19,traficogt,1
ealvarado500,jlfont001,1
ealvarado500,traficogt,2
ealvarado500,cc_guatemala,1
ealvarado500,msemillagt,1
ealvarado500,ricigt1,1
mazingerz_gt,traficogt,2
jcarlosmoscoso,rdsh73,1
jcarlosmoscoso,alba_keneth,1
jcarlosmoscoso,traficogt,1
rdsh73,alba_keneth,1
rdsh73,traficogt,1
walfredeleon,ricigt1,1
walfredeleon,traficogt,4
walfredeleon,liberalucha,1
walfredeleon,plazapublicagt,1
walfredeleon,cc_guatemala,1
walfredeleon,mpguatemala,1
glendamottoc,traficogt,2
glendamottoc,amilcarmontejo,2
glendamottoc,emetragt,1
mash9107,traficogt,1
figueroarlette,ximenabarrera__,1
figueroarlette,traficogt,1
unico_chapin,prensacomunitar,1
unico_chapin,traficogt,1
astrixmp,prensa_libre,1
astrixmp,amilcarmontejo,2
astrixmp,traficogt,4
astrixmp,lahoragt,1
astrixmp,guatevisible,1
jreyesargueta,sonny_figueroa,1
jreyesargueta,traficogt,1
jreyesargueta,voxpopuliguate,1
jreyesargueta,marvindelcid,1
jreyesargueta,barevalodeleon,1
francisko2323,isaac_jn316,1
francisko2323,uber,1
francisko2323,santosdalia,1
francisko2323,amilcarmontejo,1
francisko2323,muniguate,1
francisko2323,traficogt,1
mariacdeleon1,manfredoguate,1
mariacdeleon1,traficogt,27
mariacdeleon1,alvasol_,1
mariacdeleon1,destaracmario,1
mariacdeleon1,thelmaaldana,1
mariacdeleon1,mmendoza_gt,2
mariacdeleon1,dougcrisgt,1
mariacdeleon1,hshetemul,1
mariacdeleon1,factor4_gt,2
mariacdeleon1,cc_guatemala,1
mariacdeleon1,pedgar05,1
mariacdeleon1,comunicaverte_,1
mariacdeleon1,cacifguatemala,1
mariacdeleon1,carlosrkestler,1
mariacdeleon1,barevalodeleon,2
mariacdeleon1,alianzargt,1
mariacdeleon1,noficciongt,1
mariacdeleon1,edgar_ortizgt,1
mariacdeleon1,congresoguate,1
mariacdeleon1,agenciaocote,1
mariacdeleon1,davidck7,1
mariacdeleon1,bernardosilvagt,1
mariacdeleon1,almagro_oea2015,1
mariacdeleon1,oea_oficial,1
mariacdeleon1,usembassyguate,1
mariacdeleon1,usagovespanol,1
mariacdeleon1,gberganza2023,1
mariacdeleon1,karinherreravp,1
mariacdeleon1,guss_marro,1
mariacdeleon1,carlosernesto_c,2
mariacdeleon1,ximeenriquez,1
mariacdeleon1,vozdeltuit,1
mariacdeleon1,prensacomunitar,1
christianoban18,traficogt,1
gac_78,monymmorales,1
gac_78,traficogt,1
elbuenchapin_gt,traficogt,1
charliealfonso3,traficogt,1
charliealfonso3,infogt_noticias,1
1jass1jass,traficogt,1
samuelvazq61417,monymmorales,1
samuelvazq61417,traficogt,1
bernardosilvagt,mpguatemala,1
marloa4,factor4_gt,1
marloa4,traficogt,3
marloa4,barevalodeleon,1
marloa4,alessandromecc3,1
nestorlflo68191,bustocuesta,1
nestorlflo68191,prensacomunitar,1
nestorlflo68191,traficogt,1
bustocuesta,prensacomunitar,1
bustocuesta,traficogt,1
jaironpurocrema,bustocuesta,1
jaironpurocrema,prensacomunitar,1
jaironpurocrema,traficogt,1
lopezalfonzo721,jace0060,1
lopezalfonzo721,traficogt,5
jorgeen48650964,manfredoguate,1
jorgeen48650964,traficogt,1
jorgeen48650964,cc_guatemala,1
hugosanchinell1,traficogt,1
fjquione,traficogt,3
fjquione,soygeorgegt,1
fjquione,lohammi,1
fjquione,cc_guatemala,1
mariaxdelcarme1,traficogt,3
mariaxdelcarme1,ricigt1,1
grupoimg2,traficogt,3
esamayoa73,traficogt,1
veronic87340138,traficogt,4
veronic87340138,steg_guatemala,1
veronic87340138,foho240,1
veronic87340138,manfredoguate,1
veronic87340138,frattigiovanni,1
veronic87340138,agenciaocote,1
veronic87340138,davidck7,1
veronic87340138,jovannagarcon,1
eddievill,traficogt,1
labenyamina,traficogt,1
jairoelrojo,traficogt,1
escobedosonia,traficogt,2
warriorbal,traficogt,4
warriorbal,vicentecarrera_,1
warriorbal,sandra_jovelp,1
warriorbal,agenciaocote,1
warriorbal,_soydelviento,1
essanto777,alvasol_,1
essanto777,traficogt,1
tayoaycinena,bancadasemilla,1
tayoaycinena,traficogt,1
tayoaycinena,samuel_pz,1
tayoaycinena,laurafmarroquin,1
tayoaycinena,elenamotta_,1
tayoaycinena,davidishosi,1
lilialba76,luisassardo,1
lilialba76,traficogt,1
kalizgo,carcamito10,1
kalizgo,jlfont001,1
kalizgo,traficogt,1
kalizgo,thelmaaldana,1
kalizgo,jsandoval1982,1
kalizgo,concriteriogt,1
krchapina,traficogt,1
barrioswicho,goyo_saavedra,1
barrioswicho,traficogt,1
mfgc1266,goyo_saavedra,1
mfgc1266,traficogt,1
1056_antonio,manfredoguate,1
1056_antonio,traficogt,1
kriis_colocha,marioquan,1
kriis_colocha,traficogt,1
jjoaquinvv,josechic86,1
jjoaquinvv,traficogt,3
jjoaquinvv,congresoguate,1
jjoaquinvv,oco_motora,1
marloa14,sankevins,1
marloa14,traficogt,2
marloa14,prensacomunitar,1
gpriscillag,traficogt,1
gpriscillag,amilcarmontejo,1
mess_hermes,lahoragt,1
mess_hermes,traficogt,3
mess_hermes,__vadertg,1
mess_hermes,mpguatemala,3
mess_hermes,ingamedina,1
mess_hermes,cacifguatemala,1
mess_hermes,cmiguate,1
gemonzon,dfernandezg,1
gemonzon,traficogt,1
julioromeodl,traficogt,4
julioromeodl,fjimenezmingob,1
julioromeodl,vocsindigenasgt,1
julioromeodl,usembassyguate,1
julioromeodl,72_cpineda,1
julioromeodl,ninomatute,1
pishquif,esta_busqueda,1
pishquif,traficogt,1
pishquif,mpguatemala,1
paco_pique86,rugar_v,1
paco_pique86,traficogt,2
paco_pique86,mpguatemala,1
paco_pique86,hshetemul,1
rugar_v,sayed90001,1
rugar_v,traficogt,4
rugar_v,prensacomunitar,1
rugar_v,mmendoza_gt,1
rugar_v,jimmymoralesgt,1
kkillokko,lucifer4165698,1
kkillokko,traficogt,3
kkillokko,hshetemul,1
kkillokko,msemillagt,1
kkillokko,barevalodeleon,1
kkillokko,karinherreravp,1
kkillokko,semillametro_,1
kkillokko,bancadasemilla,1
marvin50146584,marinae41953239,1
marvin50146584,marceblanco_,1
marvin50146584,traficogt,1
marvin50146584,unam_mx,1
juliochubc,traficogt,1
adlm_,santosdalia,1
adlm_,traficogt,1
robertoruhe,traficogt,1
robertoruhe,amilcarmontejo,1
gahc1984,marioquan,1
gahc1984,traficogt,1
tavogarcia54,jczamora,1
tavogarcia54,traficogt,1
pedropabloygt,traficogt,2
pedropabloygt,yopropongoguate,1
1601jr,traficogt,1
julitobatres,traficogt,1
joselit48030797,traficogt,1
jtrujillosan,anelisehundman,1
jtrujillosan,traficogt,1
jtrujillosan,mmendoza_gt,1
bluebikeride,rquinonezl,1
bluebikeride,traficogt,1
bluebikeride,amilcarmontejo,1
jrc19782001,prensacomunitar,1
jrc19782001,traficogt,4
jrc19782001,wergabriel,1
alemsagastume,ricigt1,1
alemsagastume,traficogt,1
eargueta1983,traficogt,1
erroresgt,guillepefe2012,1
erroresgt,denunciaempagua,1
erroresgt,transitogt,1
erroresgt,traficogt,1
erroresgt,muniguate,1
erroresgt,amilcarmontejo,1
erroresgt,rquinonezl,1
migm10r,guillepefe2012,1
migm10r,denunciaempagua,1
migm10r,transitogt,1
migm10r,traficogt,1
migm10r,muniguate,2
migm10r,amilcarmontejo,1
migm10r,rquinonezl,2
anameri71677244,vadenuezotravez,1
anameri71677244,traficogt,12
anameri71677244,mpguatemala,1
anameri71677244,anongtreloaded,1
anameri71677244,alvaroarzue,1
anameri71677244,monymmorales,1
anameri71677244,rmensoruin,1
anameri71677244,dw_espanol,1
anameri71677244,rugar_v,1
anameri71677244,mmendoza_gt,1
anameri71677244,prensacomunitar,1
anameri71677244,oco_motora,1
anameri71677244,agenciaocote,1
anameri71677244,davidck7,1
anameri71677244,cmiguate,1
rev0wg,traficogt,2
jonodavila,traficogt,1
bdonado1,traficogt,1
rojitosantacruz,traficogt,1
joshemigt,traficogt,1
richdr11,traficogt,1
raulruiz72,traficogt,3
raulruiz72,jmenkos,1
raulruiz72,alianzargt,1
jriveragt,traficogt,1
lahierbamora,traficogt,2
lahierbamora,pzurdoxx,1
arguetawerner,vicentecarrera_,1
arguetawerner,traficogt,1
arguetawerner,drgiammattei,1
jramiroh,carlos_ruano_,2
jramiroh,traficogt,2
jramiroh,mmendoza_gt,2
seanigri2,vicentecarrera_,1
seanigri2,traficogt,2
seanigri2,drgiammattei,1
seanigri2,samuel_pz,1
atpsa4,prensacomunitar,1
atpsa4,traficogt,1
atpsa4,barevalodeleon,1
antonio00677714,rugar_v,1
antonio00677714,traficogt,6
antonio00677714,sonny_figueroa,2
antonio00677714,alex_es16,1
antonio00677714,prensacomunitar,1
antonio00677714,nelton_rivera,1
sir_wichito,hshetemul,1
sir_wichito,traficogt,1
sir_wichito,barevalodeleon,1
sayed90001,rugar_v,2
sayed90001,traficogt,2
erickjimenez69,vocsindigenasgt,1
erickjimenez69,traficogt,1
erickjimenez69,usembassyguate,1
erickjimenez69,72_cpineda,1
carlosh59322468,mmendoza_gt,1
carlosh59322468,traficogt,1
luipicr,traficogt,1
pichi_palma,traficogt,1
fernadvives,traficogt,2
fernadvives,transito_mixco,1
fernadvives,netobran,1
fernadvives,prensa_libre,1
fernadvives,manfredoguate,1
fernadvives,radiofiesta3,1
fernadvives,ronald_mackay,1
fernadvives,samuel_pz,1
mareciga50,canalantigua,1
mareciga50,traficogt,1
marcelo_caste,transito_mixco,1
marcelo_caste,munimixco_,1
marcelo_caste,traficogt,1
marcelo_caste,netobran,1
mariaesterlfc,marioquan,1
mariaesterlfc,traficogt,3
mariaesterlfc,carlosrkestler,1
jborgov,bernardosilvagt,1
jborgov,traficogt,1
jborgov,barevalodeleon,1
jborgov,karinherreravp,1
jborgov,msemillagt,1
jayro_1086,bernardosilvagt,1
jayro_1086,traficogt,1
jayro_1086,barevalodeleon,1
jayro_1086,karinherreravp,1
jayro_1086,msemillagt,1
oscar41995,traficogt,6
oscar41995,barevalodeleon,1
oscar41995,darwinhk,1
orlandopamal,traficogt,1
gt_maga,traficogt,3
gt_maga,cmiguate,1
elcosebautista,traficogt,1
lmariav1,traficogt,1
kalumar85,monymmorales,1
kalumar85,traficogt,1
kalumar85,bancadasemilla,1
johansondev,lanegrisgt,1
johansondev,traficogt,1
lanegrisgt,drgiammattei,1
lanegrisgt,cidgallup,1
lanegrisgt,jmr18995,1
lanegrisgt,traficogt,1
_cortaziana,arelisagastume,1
_cortaziana,dougcrisgt,1
_cortaziana,traficogt,1
_cortaziana,mintrabajoguate,1
arelisagastume,dougcrisgt,1
arelisagastume,traficogt,2
arelisagastume,mintrabajoguate,1
arelisagastume,_cortaziana,1
arelisagastume,santiagotelesur,1
sergiogonzale99,prensacomunitar,1
sergiogonzale99,traficogt,1
diana_dl20,traficogt,1
diana_dl20,amilcarmontejo,1
jersoncamey,amilcarmontejo,1
jersoncamey,muniguate,1
jersoncamey,traficogt,1
rigosantoro,quiquegodoy,1
rigosantoro,traficogt,2
rigosantoro,manfredoguate,1
elmerhernandez0,quiquegodoy,1
elmerhernandez0,traficogt,1
enterand5,mmendoza_gt,1
enterand5,traficogt,1
rocioxrd_,traficogt,1
jdanieldardon,franciscordl,1
jdanieldardon,traficogt,2
jdanieldardon,plazapublicagt,1
jdanieldardon,barevalodeleon,1
jdanieldardon,comunicaverte_,1
franciscordl,plazapublicagt,1
franciscordl,iwpr,1
diblillos,lanegrisgt,1
diblillos,traficogt,3
diblillos,vicentecarrera_,1
diblillos,drgiammattei,1
diblillos,dfernandezg,1
mariosaqui1,manfredoguate,1
mariosaqui1,traficogt,1
punchdefruta,ricigt1,1
punchdefruta,traficogt,1
paozoey2,ricigt1,2
paozoey2,traficogt,4
paozoey2,alianzargt,1
paozoey2,tseguatemala,1
paozoey2,convergenciade2,1
paozoey2,resistencia502,1
paozoey2,prensacomunitar,2
paozoey2,jovannagarcon,1
paozoey2,mmendoza_gt,1
paozoey2,factor4_gt,2
paozoey2,cmendeza,1
paozoey2,concriteriogt,2
paozoey2,quorumgt,1
paozoey2,agenciaocote,1
paozoey2,_ojoconmipisto,1
paozoey2,plazapublicagt,1
paozoey2,noficciongt,1
paozoey2,msemillagt,1
paozoey2,barevalodeleon,1
sirr_juan,danyvabe,1
sirr_juan,emixtragt,1
sirr_juan,emixtrapablo,1
sirr_juan,pmtdemixco,1
sirr_juan,starnewsnoti,1
sirr_juan,netobran,1
sirr_juan,traficogt,1
sirr_juan,merce_moon,1
danyvabe,emixtragt,1
danyvabe,emixtrapablo,1
danyvabe,pmtdemixco,1
danyvabe,starnewsnoti,1
danyvabe,netobran,1
danyvabe,traficogt,1
luchofcb80,h_fabiola,1
luchofcb80,traficogt,1
luchofcb80,barevalodeleon,1
luispabas,_chapinguate502,1
luispabas,traficogt,1
luispabas,lahoragt,1
26bpalencia,discosbeagle,1
26bpalencia,traficogt,1
26bpalencia,mpguatemala,1
26bpalencia,drgiammattei,1
26bpalencia,jimmymoralesgt,1
berbeno88,bernardosilvagt,1
berbeno88,traficogt,1
berbeno88,barevalodeleon,1
justice4bads,discosbeagle,1
justice4bads,traficogt,7
justice4bads,lahoragt,2
justice4bads,alex_balsells,1
justice4bads,mmendoza_gt,3
alaindlc,foppaguate,1
alaindlc,traficogt,4
chino16711,foppaguate,1
chino16711,traficogt,1
kannil,foppaguate,1
kannil,traficogt,2
kannil,quorumgt,1
kannil,pialaperiodista,1
boogie_yugy,foppaguate,1
boogie_yugy,traficogt,1
boogie_yugy,pncdeguatemala,1
boogie_yugy,mpguatemala,1
pdrojuarez,lahoragt,1
pdrojuarez,traficogt,2
e_mire8a,lahoragt,1
e_mire8a,traficogt,1
sarairobledo3,manfredoguate,1
sarairobledo3,traficogt,1
lamaro84190537,j_alexvaldez,1
lamaro84190537,traficogt,3
lamaro84190537,rodrigoarenas,1
piruli70,traficogt,1
lucky68vidal,prensacomunitar,1
lucky68vidal,traficogt,5
lucky68vidal,j_alexvaldez,1
lucky68vidal,manfredoguate,1
lucky68vidal,drgiammattei,1
z3636m,traficogt,1
josjcaalmor,traficogt,2
erwinrobles2,ricigt1,1
erwinrobles2,traficogt,10
erwinrobles2,rafa_mal0072,1
erwinrobles2,alvaroarzue,1
erwinrobles2,marielosmonzon,1
erwinrobles2,stanfordlaw,1
erwinrobles2,ambmcfarland,1
erwinrobles2,aizenstatd,1
erwinrobles2,alex_balsells,1
erwinrobles2,rodolforohrmos2,1
erwinrobles2,foppaguate,1
erwinrobles2,hoss06,1
erwinrobles2,thelmaaldana,2
erwinrobles2,jsandoval1982,1
erwinrobles2,j_alexvaldez,1
erwinrobles2,asfc_ca,1
erwinrobles2,nimajpu,1
erwinrobles2,jlfont001,1
erwinrobles2,drgiammattei,1
erwinrobles2,concriteriogt,1
erwinrobles2,faguilar_s,1
erwinrobles2,bensywulka,1
erwinrobles2,zapataadr,1
dorjaen,amilcarmontejo,2
dorjaen,traficogt,2
isaub2,factor4_gt,1
isaub2,traficogt,2
isaub2,pablohdez_,1
car_jena,pmtmuniguate,1
car_jena,amilcarmontejo,1
car_jena,traficogt,1
rendonarana,guatemalagob,1
rendonarana,traficogt,7
rendonarana,oco_motora,1
rendonarana,lineasfrescas,1
rendonarana,rafa_mal0072,1
rendonarana,darwinhk,1
rendonarana,prensacomunitar,2
flordmorellana,ramonzamora89,1
flordmorellana,traficogt,1
flordmorellana,trialwatch,1
flordmorellana,jlfont001,1
flordmorellana,cmendeza,1
flordmorellana,mmendoza_gt,1
flordmorellana,alegutierrezv,1
flordmorellana,kimyorion,1
flordmorellana,franciscordl,1
flordmorellana,oswaldhs,1
flordmorellana,prensa_libre,1
jgiron07,larrryto,1
jgiron07,traficogt,1
jgiron07,drgiammattei,1
jgiron07,cc_guatemala,1
hungmayda,larrryto,1
hungmayda,traficogt,3
hungmayda,drgiammattei,1
hungmayda,cc_guatemala,1
hungmayda,domingo94096837,1
hungmayda,jlfont001,1
hungmayda,concriteriogt,1
autoridadesgt,mpguatemala,1
autoridadesgt,onu_es,1
autoridadesgt,onu_derechos,1
sihubogenocidio,cubreserva,1
sihubogenocidio,aolalexthegreat,1
sihubogenocidio,inabguatemala,2
sihubogenocidio,magaguatemala,1
sihubogenocidio,conapgt,2
sihubogenocidio,emisorasunidas,1
sihubogenocidio,traficogt,1
sihubogenocidio,guatevision_tv,1
sihubogenocidio,muniguate,1
renilevin84,cubreserva,1
renilevin84,inabguatemala,1
renilevin84,magaguatemala,1
renilevin84,conapgt,1
renilevin84,emisorasunidas,1
renilevin84,traficogt,1
renilevin84,guatevision_tv,1
renilevin84,muniguate,1
renilevin84,ninomatute,1
mynoraroldopab1,cubreserva,1
mynoraroldopab1,inabguatemala,1
mynoraroldopab1,magaguatemala,1
mynoraroldopab1,conapgt,1
mynoraroldopab1,emisorasunidas,1
mynoraroldopab1,traficogt,1
mynoraroldopab1,guatevision_tv,1
mynoraroldopab1,muniguate,1
fcofiga,cubreserva,1
fcofiga,magaguatemala,1
fcofiga,inabguatemala,1
fcofiga,emisorasunidas,1
fcofiga,guatevision_tv,1
fcofiga,publinewsgt,1
fcofiga,traficogt,1
anaagui63016711,cubreserva,1
anaagui63016711,magaguatemala,1
anaagui63016711,inabguatemala,1
anaagui63016711,emisorasunidas,1
anaagui63016711,guatevision_tv,1
anaagui63016711,publinewsgt,1
anaagui63016711,traficogt,1
anaagui63016711,pattyo502,1
josespi96513589,dougcrisgt,1
josespi96513589,traficogt,1
a_g_1984,jlfont001,1
a_g_1984,traficogt,1
a_g_1984,concriteriogt,1
giancagt,muniguate,1
giancagt,amilcarmontejo,1
giancagt,emetragt,1
giancagt,emixtragt,1
giancagt,traficogt,1
carlosnoeldubo2,mbrc11,1
carlosnoeldubo2,traficogt,1
carlosnoeldubo2,emisorasunidas,1
carlosnoeldubo2,cc_guatemala,1
marcopo60095392,vilmachinc465,1
marcopo60095392,manfredoguate,1
marcopo60095392,traficogt,1
vilmachinc465,manfredoguate,1
vilmachinc465,traficogt,1
mayroxis,facticagt,1
mayroxis,traficogt,1
mayroxis,amaldonadogt,1
moyimozo,facticagt,1
moyimozo,traficogt,2
moyimozo,amaldonadogt,1
moyimozo,ottochacon5,1
moyimozo,papxigua,1
el_patatush,traficogt,1
_covidiano,traficogt,4
_covidiano,cacifguatemala,1
_covidiano,garridohigueros,1
_covidiano,mmendoza_gt,1
_covidiano,drgiammattei,1
_covidiano,chemae7,1
takitoperezgt,labrujisgiron,1
takitoperezgt,traficogt,1
labrujisgiron,traficogt,2
labrujisgiron,amilcarmontejo,1
unperro_mas,raulbarreragt,1
unperro_mas,traficogt,9
unperro_mas,polaris_2111,1
unperro_mas,jlfont001,1
unperro_mas,cc_guatemala,1
unperro_mas,mpguatemala,1
unperro_mas,congresoguate,1
unperro_mas,bermejogt,1
unperro_mas,tseguatemala,1
unperro_mas,elsancarlistagt,1
unperro_mas,elenamotta_,1
unperro_mas,marioquan,1
unperro_mas,sandra_jovelp,1
martin_rodas,ricigt1,1
martin_rodas,traficogt,5
martin_rodas,cc_guatemala,3
martin_rodas,jgramajo_soy502,1
martin_rodas,barevalodeleon,1
martin_rodas,tseguatemala,1
martin_rodas,mpguatemala,1
martin_rodas,jlfont001,1
martin_rodas,msemillagt,2
martin_rodas,congresoguate,2
martin_rodas,samuel_pz,2
martin_rodas,concriteriogt,1
martin_rodas,noficciongt,1
martin_rodas,ferdymontepeque,1
walgerhc,ricigt1,1
walgerhc,traficogt,1
walgerhc,cc_guatemala,1
chaclanoscar,dfernandezg,1
chaclanoscar,traficogt,1
chaclanoscar,nuestrodiario,1
montielaldana,traficogt,1
goldmembergt,traficogt,1
alberto18424661,traficogt,1
ch1967jairo,traficogt,2
ch1967jairo,lahoragt,1
marc0rtiz,zacapaneco5,1
marc0rtiz,fjimenezmingob,2
marc0rtiz,traficogt,1
byronmerci85,traficogt,1
byronmerci85,alvaroarzue,1
tisha_3572,traficogt,2
tisha_3572,marjorievonahn,1
tisha_3572,empagua_gt,1
jennygt100,meridagary,1
jennygt100,traficogt,1
rabanalesflor,yoeldeleon23,1
rabanalesflor,traficogt,2
rabanalesflor,jmenkos,1
rabanalesflor,rochaeta,1
rabanalesflor,elenamotta_,1
rabanalesflor,joditocruz,1
rabanalesflor,merce_moon,1
rabanalesflor,duvaliercasta,1
rabanalesflor,laurafmarroquin,1
luisfzci,edinbhernandez,1
luisfzci,traficogt,4
gustavo43958388,traficogt,1
gustavo43958388,alvaroarzue,1
juanpms_,traficogt,1
cardona_vi41774,jlponce71,1
cardona_vi41774,traficogt,2
cardona_vi41774,lasmuchedumbres,1
cardona_vi41774,samuel_pz,1
cardona_vi41774,macu_16,1
camposser,lasmuchedumbres,1
camposser,traficogt,2
camposser,barevalodeleon,1
camposser,minsaludguate,1
camposser,minecogt,1
camposser,quorumgt,1
camposser,jeanellydvg,1
ccanleu,manfredoguate,1
ccanleu,traficogt,3
ccanleu,mmendoza_gt,1
ccanleu,mpguatemala,1
ccanleu,cc_guatemala,1
